id,degree,unmet,need,loan,scholarship,age19,onCampus,outstate,reciprocity,firstgen,act,ap,remedial,ratio,ccount,dcount,wcount
1495,Graduate (transfer),2.00107,0,0,0,0,1,0,0,1,29,4,0,100,0,0,0
1496,Graduate (original),5.539,0,0,0,0,1,0,0,0,19,0,0,100,0,0,0
1497,Graduate (original),0,0,0,0,0,1,0,1,1,25,0,0,76.470589,0,0,1
1498,Graduate (original),0,0,1.724,1.5,0,1,0,0,1,30,31,0,100,0,0,0
1499,Graduate (original),0,0,0,0,0,1,0,0,0,22,0,0,75,0,0,1
1500,Graduate (original),0,1.449,3.2309999,0,0,0,0,0,1,23,0,0,100,1,0,0
1501,Graduate (original),0,0,0.648,0,0,1,0,0,1,26,13,0,100,0,0,0
1502,Non-Graduate,1.659407,0,0,0,0,1,0,0,0,29,0,0,80,2,0,1
1503,Graduate (original),2.6199999,5.1069999,1.294,0,1,0,0,0,0,14,4,1,100,0,0,0
1504,Graduate (original),0.119,5.2810001,0,0,0,0,0,0,0,15,0,1,73.333344,1,0,0
1505,Non-Graduate,0,0,3.5439999,0,0,1,0,0,0,22,0,0,100,3,0,0
1506,Graduate (original),0,0,4.875,0,0,1,0,0,1,26,4,0,100,1,0,0
1507,Graduate (transfer),0,4,1.064,0,0,1,0,1,0,22,0,0,100,3,0,0
1508,Graduate (original),0,0,4.3410001,0,0,1,0,1,1,26,30,0,100,0,0,0
1509,Graduate (original),0,0,3.5439999,0,0,1,0,0,0,22,0,0,100,0,0,0
1510,Graduate (original),0,0,6.3429999,0,0,1,0,0,0,15,0,0,73.333344,1,1,1
1511,Non-Graduate,0,1.363,4.8920002,0,0,1,0,0,0,21,0,0,73.333344,1,0,1
1512,Graduate (original),0,0,1.294,0,0,1,0,0,1,25,0,0,100,1,0,0
1513,Graduate (original),0,6.007,0,2,0,0,0,0,1,30,0,0,100,1,0,0
1514,Non-Graduate,0,0,4.875,0,0,0,0,0,1,28,0,0,100,1,0,0
1515,Graduate (original),0,4.4640002,0,1.5,0,1,0,0,0,19,0,0,75,1,0,1
1516,Graduate (original),3.541431,0,0,0,0,0,1,0,1,21,0,0,100,0,0,0
1517,Non-Graduate,2.870945,0,0,0,0,1,0,0,1,25,0,0,20,0,1,0
1518,Graduate (original),0,0.25,5.3179998,0,0,0,0,1,1,27,4,0,100,0,0,0
1519,Graduate (original),5.802,0,0,0,0,1,0,0,1,25,0,0,76.470589,1,0,0
1520,Graduate (original),0.93773019,0,0,0,0,1,0,1,0,25,0,0,100,2,0,0
1521,Non-Graduate,2.2019999,5.1529999,0,0,0,1,0,0,1,25,0,0,66.666672,1,2,0
1522,Non-Graduate,5.5139999,0,2.7939999,0,0,0,1,0,0,22,0,0,100,0,1,0
1523,Non-Graduate,0,0,1.294,0,0,0,0,0,1,25,0,0,50,1,0,0
1524,Graduate (original),4.0240002,1.909,3.5439999,0,0,1,0,0,1,29,0,0,100,2,0,0
1525,Graduate (transfer),0,0,1.294,0,0,1,0,1,0,26,0,0,100,0,0,0
1526,Graduate (original),2.6600001,0.50400001,3.0940001,0,0,1,0,0,0,24,0,0,25,0,1,0
1527,Non-Graduate,0.46399999,0,3.5439999,0,0,1,0,1,1,25,0,0,100,0,0,0
1528,Non-Graduate,0,3.1500001,3.99,0,0,1,0,1,0,25,0,0,73.333344,2,1,0
1529,Graduate (original),2.233294,0,0,0,0,1,0,0,1,30,15,0,100,0,0,0
1530,Graduate (original),1.7246211,0,0,0,0,1,0,0,0,24,0,0,73.333344,0,1,1
1531,Graduate (original),5.6389999,5.2360001,0,0,0,0,0,0,0,17,0,0,73.333344,0,0,1
1532,Graduate (transfer),0,0.5,4.9559999,1.5,0,1,0,0,1,27,0,0,100,0,0,0
1533,Graduate (original),1.097406,0,0,0,0,1,0,0,0,20,0,1,100,1,0,0
1534,Graduate (original),0,2.9679999,2.5090001,0,0,1,0,0,1,22,0,0,100,0,0,0
1535,Non-Graduate,1.7823271,0,0,0,0,1,0,0,1,27,0,0,100,0,0,0
1536,Graduate (original),0,0.25,6.8169999,0,0,1,0,0,1,24,0,0,100,0,0,0
1537,Graduate (original),0,0,0,0,1,0,1,0,0,24,0,0,100,0,0,0
1538,Graduate (original),0.252,3.211,2.2939999,0,0,1,0,0,0,15,0,1,100,1,0,0
1539,Graduate (transfer),0,3.0539999,1.6619999,0,0,1,0,0,1,21,0,0,100,2,0,0
1540,Graduate (original),0,0.523,2.7909999,0,0,1,0,0,1,24,6,0,100,1,0,0
1541,Graduate (original),0,0,1.5,1,0,1,0,0,1,27,0,0,100,0,0,0
1542,Graduate (original),0,0,6.3429999,0,0,1,0,0,1,32,10,0,100,0,0,0
1543,Graduate (original),0,0.255,1.724,0,0,1,0,0,0,31,31,0,100,4,0,0
1544,Graduate (original),0,1.53,1.9069999,0,0,0,0,0,0,18,0,0,73.333344,1,0,1
1545,Graduate (original),0,0.5,0,2.5,0,1,0,1,1,31,24,0,100,0,0,0
1546,Graduate (original),0,0.80500001,0,0,0,1,0,0,1,23,10,0,100,0,0,0
1547,Graduate (original),0,0,1.294,0,0,1,0,0,1,31,0,0,100,0,0,0
1548,Non-Graduate,1.322,0.90100002,1.5779999,0,0,0,0,0,0,30,0,0,0,0,0,0
1549,Graduate (transfer),0,0,0,0,0,1,0,1,1,25,0,0,100,0,0,0
1550,Graduate (original),3.5741019,0,0,0,0,0,1,0,1,20,0,0,100,1,0,0
1551,Graduate (original),0,0,0,0,0,1,0,1,1,20,0,0,100,0,0,0
1552,Graduate (original),2.0079999,5.3309999,0,0,0,0,0,0,1,24,0,0,100,0,0,0
1553,Non-Graduate,2.9579999,4.2059999,0,1,0,0,0,0,1,21,0,0,46.153851,1,1,1
1554,Graduate (original),1.327939,0,0,0,0,1,0,1,1,23,0,0,73.333344,2,1,0
1555,Graduate (original),0,0,0,0,0,1,0,0,1,26,4,0,100,0,0,0
1556,Non-Graduate,2.4682331,0,0,0,0,1,1,0,1,25,0,0,62.5,3,0,0
1557,Non-Graduate,0,0,3.927,0,0,1,0,0,1,21,0,1,0,0,0,0
1558,Graduate (transfer),2.815474,0,0,0,0,1,1,0,1,27,0,0,100,0,0,0
1559,Graduate (original),0,4.6529999,0,1.5,0,1,0,0,1,30,11,0,100,1,0,0
1560,Graduate (original),0,0,6.1950002,0,0,1,0,1,1,20,0,0,100,1,0,0
1561,Graduate (original),2.134922,0,0,0,0,1,0,1,1,26,8,0,65,1,0,0
1562,Graduate (transfer),0,0,7.6929998,0,0,1,0,0,1,25,0,0,71.428574,1,0,1
1563,Graduate (original),0,0,3.914,0,0,1,0,1,1,26,11,0,100,1,0,0
1564,Graduate (original),0,0.25,0,1.5,0,1,0,0,0,25,0,0,100,3,0,0
1565,Graduate (original),0.72600001,2.1500001,0.99000001,0,0,1,0,1,1,25,4,0,100,0,0,0
1566,Graduate (original),0,0,6.1690001,0,0,1,0,0,1,30,0,0,100,1,0,0
1567,Graduate (transfer),0,0,0.73900002,0,0,1,0,1,1,26,7,0,100,0,0,0
1568,Graduate (original),1.653818,0,0,0,0,1,0,0,0,18,0,0,71.428574,2,0,1
1569,Graduate (original),12.456,0,0,0.5,0,1,0,1,1,34,47,0,100,0,0,0
1570,Graduate (transfer),6.6399999,0.625,0,0,0,0,0,0,1,32,31,0,0,0,0,3
1571,Graduate (original),2.8050001,0,1.294,0,0,1,0,1,1,30,21,0,100,0,0,0
1572,Non-Graduate,1.4849,0,0,0,0,1,0,0,0,30,8,0,100,2,2,0
1573,Non-Graduate,0,0,2.8840001,0,0,1,0,1,1,28,0,0,100,2,0,0
1574,Non-Graduate,0,3.9219999,0.69599998,0,0,1,0,0,1,27,7,0,82.352943,1,0,1
1575,Graduate (original),0,0,5.7680001,0,0,1,0,1,1,28,16,0,100,0,0,0
1576,Graduate (original),2.6789999,1.355,0,0.75,0,0,0,0,1,26,0,0,76.470589,0,0,1
1577,Non-Graduate,0,0,0,0,0,1,0,0,1,28,0,0,73.333344,1,0,1
1578,Graduate (transfer),4.0419998,0,0,0,0,1,0,1,1,27,0,0,100,0,0,0
1579,Graduate (transfer),2.3729999,3.0339999,2.8599999,0,0,0,0,0,1,23,0,1,100,0,0,0
1580,Graduate (original),0.145,5.2290001,1.5,1,0,1,0,0,1,29,0,0,100,0,0,0
1581,Graduate (original),0,0.255,0,1,0,1,0,0,1,31,10,0,100,1,0,0
1582,Graduate (original),0,0,0,0,0,1,0,0,1,25,0,0,100,0,0,0
1583,Graduate (original),0,1.25,0,4,0,1,0,0,1,33,4,0,100,0,0,0
1584,Graduate (original),26.347,0,0,0,0,0,0,0,1,23,0,0,100,2,0,0
1585,Graduate (transfer),0,0,0,0,0,1,0,1,1,23,0,0,100,0,0,0
1586,Graduate (original),0,0,3.5439999,0,0,1,0,1,1,26,4,0,100,2,0,0
1587,Graduate (original),0,0,0,0,0,1,0,0,1,27,0,0,73.333344,0,0,2
1588,Non-Graduate,0,0,3.5439999,0,0,1,0,0,1,26,0,0,100,1,0,0
1589,Graduate (original),3.1436391,0,0,0,0,0,0,0,0,27,8,0,100,0,0,0
1590,Graduate (original),0.168,0,1.294,0,0,1,0,1,1,29,0,0,100,1,0,0
1591,Graduate (original),1.614821,0,0,0,0,1,0,0,1,22,0,0,100,1,0,0
1592,Non-Graduate,26.209999,0,0,0,1,0,1,0,0,22,0,0,100,3,0,0
1593,Graduate (transfer),0,0,2.6730001,0,0,1,1,0,1,26,0,0,100,1,0,0
1594,Non-Graduate,1.392372,0,0,0,0,1,0,1,1,27,0,0,100,0,1,0
1595,Graduate (original),0,0,7.6370001,0,0,1,0,0,1,20,0,0,100,0,0,0
1596,Graduate (original),1.37862,0,0,0,0,1,0,1,1,24,7,0,100,0,0,0
1597,Non-Graduate,1.433098,0,0,0,0,1,0,1,1,25,12,0,100,2,0,0
1598,Graduate (transfer),0,0,1.294,0,0,1,0,1,1,25,0,0,100,0,1,0
1599,Graduate (original),1.5882159,0,0,0,0,1,0,0,1,25,0,0,76.470589,2,0,1
1600,Graduate (original),0,0,4.9070001,0,0,1,0,0,1,21,0,0,100,0,0,0
1601,Graduate (original),1.5013371,0,0,0,0,1,0,1,1,24,0,0,100,0,0,0
1602,Non-Graduate,3.0139999,3.95,0,0,0,1,0,1,0,20,0,0,78.571426,0,0,1
1603,Non-Graduate,4.5339999,0.91900003,4.7940001,0,0,1,0,0,0,20,0,0,21.42857,1,0,0
1604,Graduate (original),1.518,5.3060002,0,1,0,1,0,0,1,21,0,0,100,0,0,0
1605,Graduate (original),0,0,6.3429999,0,0,0,0,0,1,27,13,0,84.615387,1,0,1
1606,Non-Graduate,0,0,1.294,0,0,1,0,0,0,29,0,0,100,2,0,0
1607,Graduate (original),1.293,2.9560001,3.2609999,0,0,1,0,0,0,20,0,1,100,0,0,0
1608,Non-Graduate,3.081099,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0
1609,Graduate (original),0,0,0,0,0,1,0,1,1,21,0,0,100,0,0,0
1610,Graduate (original),0,0.075999998,4.3870001,0,0,1,0,0,1,26,0,0,100,1,0,0
1611,Non-Graduate,0.66600001,5.1069999,0,0,0,0,0,0,0,19,0,1,100,0,0,0
1612,Graduate (transfer),3.0910001,0,1.294,0,0,1,0,0,1,24,0,0,75,1,2,0
1613,Graduate (original),1.445926,0,0,0,0,1,0,1,0,26,6,0,100,2,0,0
1614,Non-Graduate,2.1760001,2.848,1.294,0,0,0,0,0,0,17,0,1,73.333344,1,0,1
1615,Graduate (original),0,0,1.294,0,0,1,0,0,1,20,0,0,100,0,1,0
1616,Graduate (original),0,0,0,0,0,1,0,0,0,25,4,0,100,1,0,0
1617,Graduate (original),0.046,5.2360001,1.102,0,0,1,0,0,0,27,0,0,100,1,0,0
1618,Graduate (original),0,3.8770001,2.4530001,0,0,1,0,0,1,20,0,1,70.588226,0,0,1
1619,Non-Graduate,0,0,6.1739998,0,0,1,0,0,1,21,0,0,100,0,1,0
1620,Non-Graduate,0,0,6.3429999,0,0,1,0,0,1,27,0,0,100,2,0,0
1621,Non-Graduate,2.692168,0,0,0,0,0,0,0,1,30,6,0,100,1,0,0
1622,Graduate (original),0,0.5,1.11,0.5,0,1,0,1,1,29,0,0,100,1,0,0
1623,Graduate (original),2.28,0,0,1,0,1,0,0,1,25,0,0,100,1,0,0
1624,Non-Graduate,0.48701441,0,0,0,0,1,0,0,0,19,0,1,100,2,1,0
1625,Graduate (transfer),15.636,1.5,0,0,0,1,0,0,1,30,4,0,100,0,0,0
1626,Graduate (original),0,0,1.724,0,0,1,0,0,0,26,0,0,100,2,0,0
1627,Graduate (original),0.162,3.9519999,0,0,0,0,0,0,0,25,4,0,100,0,0,0
1628,Graduate (original),0,0,3.5439999,0,0,1,0,0,0,23,0,0,100,2,0,0
1629,Graduate (original),1.526929,0,0,0,0,1,0,1,1,26,0,0,100,0,0,0
1630,Graduate (original),1.631996,0,0,0,0,1,0,0,0,22,0,0,73.333344,1,1,0
1631,Graduate (original),0.47400001,2.1459999,5.0440001,0,0,1,0,0,0,25,0,0,100,0,0,0
1632,Non-Graduate,3.1654689,0,0,0,0,0,0,0,0,19,0,0,71.428574,0,0,1
1633,Graduate (original),0,0,0,1.5,0,1,0,0,1,31,12,0,100,0,0,0
1634,Non-Graduate,9.1070004,0.2,0,0,0,0,0,0,0,19,0,1,78.571426,1,1,0
1635,Graduate (original),0,1.199,6.5409999,0,0,1,0,0,1,24,0,0,100,1,0,0
1636,Non-Graduate,0,0,7.6360002,0,0,1,0,0,1,19,0,1,100,2,1,0
1637,Graduate (original),0.059,5.4994998,0,1.5,0,1,0,0,1,24,4,0,100,0,0,0
1638,Non-Graduate,0,0,6.3990002,0,1,1,0,0,1,21,0,0,100,0,0,0
1639,Graduate (original),12.636,0,0,1.5,0,1,0,0,1,33,11,0,100,0,0,0
1640,Graduate (original),0,0.5,6.2259998,0,0,1,0,0,1,29,0,0,100,1,1,0
1641,Graduate (transfer),0,0,0,0,0,0,0,0,0,23,0,0,76.92308,0,0,1
1642,Graduate (original),0,3.8499999,1.158,0,0,1,0,1,1,24,0,0,100,1,0,0
1643,Graduate (original),0,0,0,0,0,0,0,0,1,20,0,0,100,0,0,0
1644,Graduate (original),3.9760001,0,1.294,0,0,1,1,0,1,24,0,0,100,2,0,0
1645,Graduate (original),0,3.3559999,2.5810001,0,0,1,0,0,1,24,0,0,75,1,0,0
1646,Graduate (original),0,1.54375,0,0,0,1,0,1,1,26,3,0,100,2,0,0
1647,Graduate (original),2.00107,0,0,0,0,1,0,0,1,29,4,0,100,0,0,0
1648,Graduate (original),2.00107,0,0,0,0,1,0,0,1,29,4,0,100,0,0,0
1649,Graduate (original),0,0.59899998,5.6469998,0,0,1,0,0,0,26,0,0,100,3,0,0
1650,Graduate (original),15.436,0,0,0,0,1,0,0,0,25,0,0,100,1,0,0
1651,Graduate (original),1.682,4.138,0,1,0,0,0,0,1,25,11,0,100,0,0,0
1652,Graduate (original),0,0,0,0,0,1,0,1,1,32,15,0,100,0,0,0
1653,Non-Graduate,2.221221,0,0,0,0,1,0,0,1,30,4,0,50,2,1,0
1654,Non-Graduate,0,0,7.6370001,0,0,1,0,0,0,24,6,0,46.666672,1,1,1
1655,Non-Graduate,1.067868,0,0,0,0,1,0,0,0,20,0,1,71.428574,2,0,1
1656,Graduate (original),11.386,0.375,0,1,0,1,0,0,1,29,10,0,100,0,0,0
1657,Graduate (original),0,0,1.294,0,0,1,0,0,0,24,0,0,0,0,1,1
1658,Non-Graduate,1.213517,0,0,0,0,1,0,0,1,20,0,0,100,1,0,0
1659,Graduate (original),0,5.4829998,0.97799999,0,0,1,0,0,1,22,0,0,100,2,0,0
1660,Graduate (original),0,2.3559999,0,1.5,0,1,0,0,1,27,30,0,100,0,0,0
1661,Non-Graduate,3.0280061,0,0,0,0,0,0,0,0,27,0,0,73.333344,0,0,1
1662,Graduate (original),0,0,1.084,0,0,1,0,0,1,26,0,0,100,0,0,0
1663,Graduate (original),0,0,1.294,0,0,1,0,1,1,20,0,0,100,2,0,0
1664,Graduate (original),13.636,0,0,1,0,0,0,0,1,32,7,0,100,0,0,0
1665,Graduate (original),0,0.5,4.6300001,0.5,0,1,0,1,1,33,6,0,100,0,0,0
1666,Graduate (original),1.845768,0,0,0,0,1,0,1,0,24,4,0,46.666672,2,0,0
1667,Graduate (original),15.636,0,0,0,0,1,0,0,1,28,0,0,100,0,0,0
1668,Graduate (original),0,0,1.293,0,0,1,0,0,0,19,0,0,100,1,0,0
1669,Graduate (original),0,1.295,4.9980001,0,0,1,0,0,1,27,0,0,100,2,0,0
1670,Graduate (original),0.35699999,0.176,0,0,0,0,0,0,1,28,8,0,100,0,0,0
1671,Graduate (original),0,1.63924,2.7939999,0,0,1,0,1,1,27,0,0,100,0,0,0
1672,Graduate (original),3.595,2.155,2.026,0,0,1,0,0,0,26,10,1,81.25,0,0,1
1673,Graduate (original),0,0,4.9910002,0,0,0,0,0,1,21,0,0,100,2,0,0
1674,Graduate (original),0.60900003,3.6270001,2.7939999,0,0,0,0,0,1,29,11,0,76.470589,0,0,1
1675,Graduate (original),2.9233789,0,0,0,0,0,0,0,1,20,0,0,80,0,0,1
1676,Graduate (original),0,4.6739998,0.42399999,0.5,0,1,0,0,0,31,0,0,100,1,0,0
1677,Graduate (original),1.624,5.0279999,1.294,0,0,1,0,0,0,26,0,0,100,1,1,0
1678,Graduate (original),0,0,0,0,0,1,0,0,0,27,4,0,100,0,0,0
1679,Non-Graduate,0.161,1.3789999,0,0,1,0,0,0,1,18,0,0,100,2,0,0
1680,Graduate (original),0,0,7.0619998,0,0,1,0,1,1,27,4,0,100,2,0,0
1681,Graduate (original),0,0,5.1490002,0,0,1,1,0,0,17,0,1,73.333344,0,1,0
1682,Non-Graduate,0.23199999,4.1360002,1.178,1,0,0,0,0,1,25,0,0,100,0,0,0
1683,Graduate (original),0,0,0,0,0,1,0,1,1,25,4,0,100,0,0,0
1684,Non-Graduate,0,0,6.8979998,0,0,1,0,0,1,28,0,0,100,3,0,0
1685,Non-Graduate,0,0,5.1939998,0,0,1,0,0,0,21,0,0,100,0,0,0
1686,Non-Graduate,0,0,6.223,0,0,1,0,0,1,23,0,0,100,2,0,0
1687,Graduate (original),0,0,0,0,0,1,0,0,0,28,0,0,100,4,0,1
1688,Graduate (original),2.4758289,0,0,0,0,0,0,0,1,26,0,0,100,0,0,0
1689,Graduate (original),0,0,4.257,0,0,1,0,1,0,24,0,0,100,0,0,0
1690,Graduate (original),10.886,1,0,0,0,1,0,0,1,32,8,0,100,0,0,0
1691,Graduate (original),2.115113,0,0,0,0,1,0,0,1,27,11,0,100,0,0,0
1692,Graduate (original),0,0,1.234,0.5,0,1,0,1,1,28,13,0,100,0,0,0
1693,Graduate (original),1.341,0,0,0,0,1,0,1,1,27,29,0,100,0,0,0
1694,Non-Graduate,0,0,3.5450001,0,0,1,0,0,1,26,0,0,100,3,0,0
1695,Graduate (original),0,0.43000001,0,2.5,0,1,0,0,1,32,36,0,100,0,0,0
1696,Non-Graduate,2.1129999,0.79500002,1.294,0,0,1,0,0,1,22,0,0,100,2,0,0
1697,Non-Graduate,1.5013289,0,0,0,0,1,0,0,0,22,0,0,75,2,1,1
1698,Graduate (original),0,0.75,3.217,0,0,1,0,1,1,25,7,0,100,0,0,0
1699,Graduate (original),3.817178,0,0,0,0,0,1,0,1,22,0,0,75,0,1,1
1700,Graduate (original),0,0.5,0,1.5,0,1,0,0,1,32,6,0,100,0,0,0
1701,Graduate (original),0,2.098,2.707,0,0,1,0,0,1,25,0,0,100,2,0,0
1702,Graduate (original),0,0,7.0619998,0,0,1,1,0,1,27,0,0,73.333344,2,0,1
1703,Graduate (original),0,0,5.027,0,0,0,0,0,1,25,0,0,83.333328,0,0,1
1704,Graduate (original),0,0,1.294,0,0,1,0,0,1,29,11,0,100,1,0,0
1705,Graduate (original),0,0,0,0,0,1,0,0,1,26,4,0,100,2,0,0
1706,Non-Graduate,3.2494941,0,0,0,0,0,0,0,1,25,0,0,0,0,0,4
1707,Graduate (original),10.636,0,0,2.5,0,1,0,0,1,31,0,0,100,0,0,0
1708,Non-Graduate,2.263,4.2779999,0,0,0,0,0,0,1,11,0,1,100,1,0,0
1709,Graduate (original),1.593925,0,0,0,0,1,0,1,1,25,4,0,100,0,0,0
1710,Graduate (original),2.001435,0,0,0,0,0,0,0,1,19,0,1,100,0,0,0
1711,Non-Graduate,0,0,2.6099999,0,0,0,0,1,1,22,0,0,76.92308,1,1,1
1712,Graduate (original),0,0.94999999,2.8199999,0,0,1,0,1,1,22,0,0,100,1,0,0
1713,Graduate (original),0,0,7.2709999,0,0,1,0,0,0,24,0,0,100,1,0,0
1714,Non-Graduate,3.4579999,0,1.294,0,0,0,0,0,1,20,0,0,100,3,0,0
1715,Graduate (original),2.1166511,0,0,0,0,1,0,0,1,25,11,0,100,0,0,0
1716,Graduate (original),1.111797,0,0,0,0,1,0,0,1,29,0,0,100,2,0,0
1717,Non-Graduate,4.7319999,5.4520001,0,0,0,1,0,0,1,26,4,0,100,2,0,0
1718,Graduate (original),15.636,0,0,0,0,1,0,0,0,21,4,0,100,0,0,0
1719,Non-Graduate,0,0,7.6370001,0,0,1,0,0,1,25,0,0,100,1,0,0
1720,Graduate (original),0,4.934,1.487,0,0,0,0,0,0,17,0,0,100,2,1,0
1721,Non-Graduate,0,0,6.099,0,0,1,1,0,1,22,0,0,100,0,0,0
1722,Graduate (original),12.636,0,0,1.5,0,1,0,0,1,28,12,0,100,0,0,0
1723,Non-Graduate,0,4,2.306,0,0,1,0,1,1,26,0,0,100,0,0,0
1724,Graduate (original),0,0,3.0699999,0,0,1,0,0,1,23,0,0,100,1,0,0
1725,Graduate (original),0,4.1859999,1.281,0,0,1,0,0,0,20,0,1,80,0,1,0
1726,Graduate (original),0,5.664,0.23899999,0,0,0,0,0,1,30,0,0,85,0,0,0
1727,Non-Graduate,1.52777,0,0,0,0,1,0,0,1,29,4,0,75,4,0,0
1728,Non-Graduate,0,0,3.2639999,0,0,1,0,1,1,27,0,0,76.470589,1,1,1
1729,Graduate (original),4.6139998,5.0050001,0,0,0,1,0,0,1,20,0,0,100,1,0,0
1730,Graduate (original),2.4090979,0,0,0,0,0,0,0,0,21,0,1,100,0,0,0
1731,Non-Graduate,4.4546051,0,0,0,0,1,1,0,1,23,0,0,0,0,0,0
1732,Non-Graduate,0,0,1.294,0,0,1,0,1,0,20,0,1,100,3,0,0
1733,Graduate (original),0,2.9920001,0,1,0,0,0,0,1,22,0,0,100,0,0,0
1734,Non-Graduate,15.636,0,0,0,0,1,0,0,0,18,0,1,100,0,1,0
1735,Graduate (transfer),1.603218,0,0,0,0,1,0,1,1,26,17,0,116.6667,0,0,0
1736,Graduate (original),0.80299997,2.3729999,1.294,0,0,1,0,0,1,23,0,0,100,1,0,0
1737,Graduate (original),1.374,2.7579999,0,0,0,0,0,0,1,26,0,0,100,0,0,0
1738,Graduate (original),1.408,0.5,0,1.5,0,1,0,0,1,27,0,0,100,0,0,0
1739,Graduate (original),0,0.55000001,0,0,0,0,0,0,0,22,0,0,100,1,0,0
1740,Graduate (transfer),10.86,2.75,2.7939999,0,0,1,1,0,1,30,0,0,100,1,0,0
1741,Graduate (original),2.0034621,0,0,0,0,1,0,0,1,24,3,0,71.428574,1,1,0
1742,Graduate (original),1.88289,0,0,0,0,1,0,0,1,26,0,0,100,0,0,0
1743,Non-Graduate,0,0,0,0,0,1,0,0,0,20,0,0,100,0,0,0
1744,Graduate (original),14.136,0.125,0,0.5,0,1,0,1,1,29,7,0,100,0,0,0
1745,Graduate (original),0,0,5.6869998,0,0,1,0,0,1,23,0,0,100,0,0,0
1746,Graduate (original),0,3.4890001,2.9579999,0,0,1,0,0,1,26,0,0,100,0,0,0
1747,Non-Graduate,16.32,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0
1748,Graduate (original),1.342473,0,0,0,0,1,0,0,1,26,0,0,80,1,0,1
1749,Graduate (original),3.243,0,0,0,0,1,0,0,1,26,0,0,100,1,0,0
1750,Graduate (original),2.614928,0,0,0,0,1,0,0,0,21,0,0,46.153851,1,0,0
1751,Graduate (original),2.06584,0,0,0,0,0,0,0,0,16,0,1,100,0,0,0
1752,Graduate (original),0,0.57499999,2.2939999,2.5,0,1,0,0,1,28,0,0,100,0,0,0
1753,Graduate (transfer),0.49145329,0,0,0,0,1,0,1,1,26,0,1,100,3,0,0
1754,Graduate (original),4.9260001,3.75,1.5,0,0,0,0,1,1,29,20,0,100,1,0,0
1755,Graduate (original),0,0.25,0,0,0,1,0,0,1,33,12,0,93.75,0,0,1
1756,Graduate (original),0,3.951,1.112,0,0,1,0,0,0,26,7,0,100,0,0,0
1757,Graduate (transfer),1.596576,0,0,0,0,1,0,1,1,28,0,0,100,0,0,0
1758,Graduate (original),1.217,4.9039998,0,0,0,0,0,0,1,23,0,0,100,0,0,0
1759,Graduate (transfer),0,0,5.9260001,0,0,1,0,0,0,31,24,0,100,0,0,0
1760,Graduate (original),2.7079999,0,0,0,1,1,0,1,1,31,6,0,100,0,0,0
1761,Graduate (original),0,0.61299998,5.9689999,0,0,0,0,0,1,23,0,0,75,1,0,1
1762,Graduate (original),3.0510521,0,0,0,0,0,0,0,0,26,4,0,100,0,0,0
1763,Graduate (transfer),5.148108,0,0,0,0,0,1,0,1,22,0,0,0,0,0,0
1764,Non-Graduate,2.717,2.4760001,2.7939999,0,0,0,0,0,0,21,0,1,100,0,0,0
1765,Graduate (transfer),0,0,0,0,0,1,0,1,1,25,7,0,100,0,0,0
1766,Graduate (original),1.993682,0,0,0,0,1,0,1,0,26,0,0,71.428574,1,0,0
1767,Graduate (original),0,0,0,0,0,1,0,1,1,31,4,0,100,0,0,0
1768,Graduate (original),0,0,1.294,0,0,1,0,1,1,23,0,0,100,1,0,0
1769,Graduate (original),1.2970001,2.9519999,2.7939999,0,0,1,0,0,1,24,0,0,100,3,0,0
1770,Graduate (original),2.848,0,0,0,0,1,0,1,1,28,14,0,86.666656,0,0,0
1771,Non-Graduate,15.636,0,0,0,0,1,0,0,1,30,0,0,100,1,0,0
1772,Graduate (original),0,0,0,0,0,1,0,0,1,15,0,1,100,2,0,0
1773,Graduate (transfer),1.324,0.40000001,2.7939999,0,0,1,0,1,1,21,0,0,100,2,1,0
1774,Non-Graduate,0,0.15000001,1.294,0,0,1,0,1,1,32,0,0,26.66667,0,0,0
1775,Graduate (original),13.356,0,0,0,0,1,0,1,1,26,0,0,100,1,0,0
1776,Graduate (original),0,1,0,4,0,1,0,1,1,33,6,0,100,0,0,0
1777,Non-Graduate,0,3.0420001,1.852,0,0,1,0,0,0,25,4,0,100,1,0,0
1778,Non-Graduate,1.4579999,3.615,1.294,0,0,1,0,0,0,15,0,1,71.428574,1,1,1
1779,Graduate (original),0,9.1859999,0,0,0,0,0,0,0,13,0,0,100,0,0,0
1780,Graduate (original),0,0.5,7.1490002,0,0,1,0,0,1,29,0,0,100,0,0,0
1781,Non-Graduate,0,1,0,0,0,1,0,1,1,28,7,0,100,1,0,0
1782,Non-Graduate,4.447,0.23,0,0,0,0,0,0,1,25,0,0,100,2,0,0
1783,Graduate (original),0,0,1.294,0,0,1,0,0,1,24,0,0,100,1,0,0
1784,Non-Graduate,1.758593,0,0,0,0,1,0,0,1,27,4,0,100,1,0,0
1785,Non-Graduate,3.063,0.25,3.5439999,0,0,1,0,0,1,26,0,0,38.46154,1,1,0
1786,Graduate (original),0,2.45,3.2479999,0,0,1,0,1,1,32,6,0,100,0,0,0
1787,Graduate (original),1.830439,0,0,0,0,1,0,1,1,27,0,0,75,1,0,0
1788,Graduate (original),0,5.118,1.177,0,0,1,0,0,1,27,0,0,93.75,2,0,1
1789,Graduate (original),0,0,0,0,0,1,0,0,1,22,0,0,100,0,0,0
